estacion_origen,estacion_destino,troncal_origen,troncal_destino,id_trazado_origen,id_trazado_destino,distancia_km_real,area_origen_m2,area_destino_m2,capacidad_origen,capacidad_destino,accesos_origen,accesos_destino,misma_troncal,hora_viaje,dia_semana,hora_pico,lluvia,nivel_retraso
Mandalay,Suba - Calle 100,Américas,Suba,TZ009,TZ003,10.56,347.115,357.56,240,304,1,1,0,9,2,0,0,Medio
Calle 142,Comuneros,Norte,Autopista_Sur,TZ002,TZ010,14.69,663.27,520.64,180,252,1,2,0,19,1,1,0,Alto
Gratamira,Comuneros,Suba,Autopista_Sur,TZ003,TZ010,13.98,357.4,520.64,144,252,1,2,0,7,0,1,0,Alto
Granja - Kr 77,Calle 85,Calle_80,Norte,TZ005,TZ002,5.02,1540.0,865.68,392,320,2,1,0,12,4,0,0,Bajo
Nariño,21 Ángeles,Caracas_Sur,Suba,TZ012,TZ003,16.65,353.96,376.6,144,144,1,1,0,21,5,0,0,Alto
Gobernación,Portal Suba,El_Dorado,Suba,TZ016,TZ003,11.57,289.47,0.0,260,304,1,1,0,10,3,0,0,Medio
Puentelargo,Campín - UAN,Suba,NQS,TZ003,TZ008,5.49,357.44,491.28,200,272,1,2,0,4,1,0,1,Medio
Pradera - Plaza Central,General Santander,Américas,Autopista_Sur,TZ009,TZ010,4.07,268.83,0.0,200,404,1,1,0,10,2,0,0,Medio
Portal 20 de Julio,Portal Américas,Carrera_10,Américas,TZ018,TZ009,11.01,0.0,0.0,350,342,1,1,0,10,6,0,0,Medio
Consuelo,Hortúa,Caracas_Sur,Caracas_Sur,TZ012,TZ012,5.05,326.28,401.8,192,192,1,2,1,4,6,0,1,Medio
Calle 63,Distrito Grafiti,Caracas,Américas,TZ001,TZ009,5.66,656.6,347.145,0,272,2,1,0,23,0,0,0,Medio
Temporal Calle 34,Fucha,Caracas,Caracas_Sur,TZ001,TZ012,5.41,526.4,320.16,320,144,2,1,0,19,1,1,1,Alto
Tygua - San José,CDS - Carrera 32,Calle_13,Américas,TZ007,TZ009,1.91,486.68,385.72,228,168,2,2,0,14,3,0,0,Bajo
Normandía,Mandalay,El_Dorado,Américas,TZ016,TZ009,5.26,318.09,347.115,260,240,1,1,0,16,1,0,0,Bajo
Granja - Kr 77,La Despensa,Calle_80,Soacha,TZ005,TZ011,15.47,1540.0,358.0,392,224,2,1,0,10,3,0,1,Alto
Pradera - Plaza Central,Granja - Kr 77,Américas,Calle_80,TZ009,TZ005,8.25,268.83,1540.0,200,392,1,2,0,5,0,0,1,Medio
Ciudad Universitaria - Lotería de Bogotá,Banderas,El_Dorado,Américas,TZ016,TZ009,6.9,522.68,0.0,260,608,2,2,0,22,0,0,0,Bajo
Calle 26,Humedal Córdoba,Caracas,Suba,TZ001,TZ003,10.01,638.82,357.6,0,156,2,1,0,14,2,0,0,Medio
Banderas,Santa Isabel,Américas,Autopista_Sur,TZ009,TZ010,5.81,0.0,357.04,608,240,2,1,0,20,0,0,0,Medio
Mandalay,San Bernardo,Américas,Carrera_10,TZ009,TZ018,7.77,347.115,462.84,240,264,1,2,0,17,3,1,0,Medio
Temporal Calle 34,Comuneros,Caracas,Autopista_Sur,TZ001,TZ010,3.86,526.4,520.64,320,252,2,2,0,7,1,1,0,Medio
Granja - Kr 77,Pepe Sierra,Calle_80,Norte,TZ005,TZ002,4.51,1540.0,418.48,392,200,2,1,0,17,4,1,1,Medio
CAD,La Castellana,NQS,NQS,TZ008,TZ008,6.2,520.28,657.2,272,232,2,1,1,5,3,0,0,Bajo
Gratamira,La Campiña,Suba,Suba,TZ003,TZ003,2.49,357.4,357.24,144,352,1,1,1,13,0,0,0,Bajo
Ricaurte - NQS,Granja - Kr 77,NQS,Calle_80,TZ008,TZ005,9.73,996.188,1540.0,392,392,2,2,0,17,3,1,0,Medio
Paloquemao,Granja - Kr 77,NQS,Calle_80,TZ008,TZ005,9.17,491.4,1540.0,272,392,1,2,0,17,6,0,1,Medio
Niza - Calle 127,Terreros - Hospital Cardio Vascular,Suba,Soacha,TZ003,TZ011,19.65,374.24,358.0,200,356,2,1,0,22,0,0,1,Alto
Minuto de Dios,Granja - Kr 77,Calle_80,Calle_80,TZ005,TZ005,0.52,576.0,1540.0,296,392,1,2,1,4,3,0,0,Bajo
Puente Aranda,Guatoque - Veraguas,Américas,Calle_13,TZ009,TZ007,2.62,356.8,415.2,168,240,1,1,0,9,2,0,0,Bajo
Calle 106 - Maletas Explora,Movistar Arena,Norte,NQS,TZ002,TZ008,5.37,627.42,491.28,248,272,1,1,0,21,1,0,0,Bajo
Quiroga,Patio Bonito,Caracas_Sur,Américas,TZ012,TZ009,8.38,345.4,896.4,144,304,1,2,0,16,2,0,1,Alto
CAN,Paloquemao,El_Dorado,NQS,TZ016,TZ008,3.49,289.44,491.4,260,272,1,1,0,15,2,0,0,Bajo
Guatoque - Veraguas,Campín - UAN,Calle_13,NQS,TZ007,TZ008,4.92,415.2,491.28,240,272,1,2,0,6,3,1,1,Medio
Ciudad Jardín - UAN,Sevillana,Carrera_10,Autopista_Sur,TZ018,TZ010,6.5,433.12,397.12,264,204,1,1,0,6,0,1,1,Alto
Calle 106 - Maletas Explora,NQS - Calle 38A S,Norte,Autopista_Sur,TZ002,TZ010,13.33,627.42,615.8,248,212,1,1,0,8,2,1,0,Alto
AV. Américas - AV. Boyacá,Alcalá – Colegio S. Tomás Dominicos,Américas,Norte,TZ009,TZ002,13.66,347.145,820.76,272,392,1,2,0,19,2,1,1,Alto
La Castellana,Virrey,NQS,Norte,TZ008,TZ002,0.6,657.2,773.12,232,352,1,1,0,23,5,0,0,Bajo
Olaya,Quiroga,Caracas_Sur,Caracas_Sur,TZ012,TZ012,0.81,307.28,345.4,296,144,1,1,1,10,4,0,0,Medio
San Mateo - CC Unisur,AV. Jiménez - Caracas,Soacha,Caracas,TZ011,TZ001,13.99,492.8,631.155,424,288,3,2,0,9,6,0,1,Medio
San Victorino,Quinta Paredes,Carrera_10,El_Dorado,TZ018,TZ016,4.41,791.2,289.47,384,260,2,1,0,19,0,1,0,Medio
Ferias,AV. 68,Calle_80,Calle_80,TZ005,TZ005,0.68,183.0,576.0,152,296,1,1,1,19,5,0,1,Bajo
Portal 20 de Julio,Calle 26,Carrera_10,Caracas,TZ018,TZ001,6.3,0.0,638.82,350,0,1,2,0,18,3,1,0,Alto
Gobernación,Ricaurte - NQS,El_Dorado,NQS,TZ016,TZ008,3.48,289.47,996.188,260,392,1,2,0,17,5,0,1,Medio
Parque,Suba - AV. Boyacá,Tunal,Suba,TZ014,TZ003,18.29,0.0,707.0,60,144,2,2,0,20,4,0,0,Alto
Virrey,Consuelo,Norte,Caracas_Sur,TZ002,TZ012,14.74,773.12,326.28,352,192,1,1,0,23,3,0,0,Medio
San Victorino,Danubio,Carrera_10,Usme,TZ018,TZ013,7.99,791.2,996.0,384,304,2,2,0,10,2,0,0,Medio
Temporal Calle 22,Ricaurte - CL 13,Caracas,Américas,TZ001,TZ009,1.69,642.95,736.8,320,312,2,2,0,18,1,1,0,Medio
San Bernardo,San Diego,Carrera_10,Carrera_10,TZ018,TZ018,2.71,462.84,1392.36,264,288,2,2,1,10,2,0,0,Bajo
Toberin - Foundever,SENA,Norte,Autopista_Sur,TZ002,TZ010,17.98,1206.0,400.04,552,304,1,1,0,17,2,1,1,Alto
Portal Norte – Unicervantes,Portal Usme,Norte,Usme,TZ002,TZ013,26.09,0.0,0.0,210,210,1,1,0,23,4,0,1,Alto
Gratamira,Museo Nacional,Suba,Carrera_7,TZ003,TZ019,12.49,357.4,0.0,144,240,1,1,0,13,2,0,1,Alto
Biblioteca,Tercer Milenio,Tunal,Caracas,TZ014,TZ001,6.02,0.0,644.0,60,320,1,2,0,9,2,0,1,Medio
Parque,Comuneros,Tunal,Autopista_Sur,TZ014,TZ010,5.61,0.0,520.64,60,252,2,2,0,22,5,0,0,Alto
Modelia,Banderas,El_Dorado,Américas,TZ016,TZ009,5.81,288.87,0.0,260,608,1,2,0,21,3,0,1,Medio
AV. Jiménez - Caracas,CAN,Caracas,El_Dorado,TZ001,TZ016,5.31,631.155,289.44,288,260,2,1,0,15,1,0,1,Medio
San Diego,Virrey,Carrera_10,Norte,TZ018,TZ002,7.37,1392.36,773.12,288,352,2,1,0,7,6,0,0,Bajo
Portal 80,Banderas,Calle_80,Américas,TZ005,TZ009,9.57,0.0,0.0,165,608,1,2,0,5,3,0,0,Medio
Temporal Calle 57,Ciudad Jardín - UAN,Caracas,Carrera_10,TZ001,TZ018,7.35,526.365,433.12,320,264,2,1,0,5,0,0,0,Bajo
General Santander,Calle 26,Autopista_Sur,Caracas,TZ010,TZ001,6.86,0.0,638.82,404,0,1,2,0,17,2,1,0,Alto
El Tiempo – Cámara de Comercio de Bogotá,Normandía,El_Dorado,El_Dorado,TZ016,TZ016,1.57,289.44,318.09,240,260,1,1,1,12,3,0,0,Bajo
Patio Bonito,De La Sabana,Américas,Américas,TZ009,TZ009,9.67,896.4,385.88,304,168,2,2,1,6,0,1,1,Medio
Calle 26,Pepe Sierra,Caracas,Norte,TZ001,TZ002,9.25,638.82,418.48,0,200,2,1,0,22,1,0,1,Medio
Biblioteca Tintal,21 Ángeles,Américas,Suba,TZ009,TZ003,13.9,896.4,376.6,304,144,2,1,0,21,4,0,0,Medio
AV. Jiménez - Caracas,Santa Lucía,Caracas,Caracas_Sur,TZ001,TZ012,6.06,631.155,486.24,288,272,2,2,0,18,6,0,0,Medio
Calle 142,AV. Américas - AV. Boyacá,Norte,Américas,TZ002,TZ009,14.21,663.27,347.145,180,272,1,1,0,20,3,0,0,Medio
AV. ElDorado,Calle 142,NQS,Norte,TZ008,TZ002,11.18,192.4,663.27,260,180,1,1,0,18,1,1,1,Alto
Sevillana,Parque,Autopista_Sur,Tunal,TZ010,TZ014,3.26,397.12,0.0,204,60,1,2,0,5,2,0,0,Alto
Ricaurte - NQS,Suba - Calle 100,NQS,Suba,TZ008,TZ003,8.98,996.188,357.56,392,304,2,1,0,18,5,0,1,Medio
NQS - Calle 38A S,Country Sur,Autopista_Sur,Carrera_10,TZ010,TZ018,3.74,615.8,461.24,212,264,1,2,0,15,1,0,0,Medio
Museo del Oro,Museo Nacional,Eje_Ambiental,Carrera_7,TZ015,TZ019,1.62,0.0,0.0,144,240,2,1,0,5,3,0,0,Medio
Tercer Milenio,Calle 45 - American School Way,Caracas,Caracas,TZ001,TZ001,4.11,644.0,638.89,320,320,2,2,1,14,0,0,1,Bajo
Humedal Córdoba,Calle 187,Suba,Norte,TZ003,TZ002,6.96,357.6,122.7,156,152,1,1,0,8,6,0,1,Medio
Carrera 90,Santa Lucía,Calle_80,Caracas_Sur,TZ005,TZ012,15.03,568.6,486.24,304,272,1,2,0,16,4,0,0,Medio
Alquería,Tygua - San José,Autopista_Sur,Calle_13,TZ010,TZ007,5.08,357.0,486.68,204,228,1,2,0,20,0,0,1,Medio
Minuto de Dios,Portal 20 de Julio,Calle_80,Carrera_10,TZ005,TZ018,14.6,576.0,0.0,296,350,1,1,0,9,1,0,0,Medio
Universidades – CityU,San Facon Carrera 22,El_Dorado,Américas,TZ016,TZ009,2.23,491.4,520.64,260,272,2,2,0,20,5,0,0,Bajo
Corferias,Flores – Areandina,El_Dorado,Caracas,TZ016,TZ001,3.74,424.28,384.125,252,192,1,2,0,10,3,0,0,Bajo
Ricaurte - NQS,San Martín,NQS,Suba,TZ008,TZ003,7.78,996.188,357.48,392,192,2,1,0,13,3,0,0,Bajo
Biblioteca,Bosa,Tunal,Autopista_Sur,TZ014,TZ010,6.36,0.0,504.32,60,272,1,2,0,7,2,1,0,Alto
Portal 20 de Julio,Mandalay,Carrera_10,Américas,TZ018,TZ009,8.75,0.0,347.115,350,240,1,1,0,23,4,0,0,Medio
Gratamira,Portal Sur - JFK Coop. Financiera,Suba,Autopista_Sur,TZ003,TZ010,17.9,357.4,0.0,144,228,1,2,0,19,5,0,0,Alto
General Santander,Calle 127,Autopista_Sur,Norte,TZ010,TZ002,14.91,0.0,418.28,404,200,1,1,0,11,6,0,1,Alto
General Santander,La Castellana,Autopista_Sur,NQS,TZ010,TZ008,11.63,0.0,657.2,404,232,1,1,0,18,2,1,1,Alto
Universidad Nacional,Portal Suba,NQS,Suba,TZ008,TZ003,12.31,833.59966667,0.0,412,304,2,1,0,6,5,0,0,Medio
Temporal Marly,Policarpa,Caracas,Carrera_10,TZ001,TZ018,6.14,594.44,494.72,320,264,2,2,0,7,2,1,0,Medio
Sevillana,Polo - FINCOMERCIO,Autopista_Sur,Calle_80,TZ010,TZ005,12.43,397.12,880.0,204,360,1,1,0,11,6,0,0,Medio
Campín - UAN,Restrepo,NQS,Caracas_Sur,TZ008,TZ012,7.5,491.28,480.68,272,200,2,2,0,8,2,1,0,Medio
Calle 72,Portal 80,Caracas,Calle_80,TZ001,TZ005,7.86,734.52,0.0,0,165,2,1,0,14,3,0,0,Medio
AV. ElDorado,Gratamira,NQS,Suba,TZ008,TZ003,10.78,192.4,357.4,260,144,1,1,0,16,5,0,0,Medio
Ricaurte - CL 13,Quiroga,Américas,Caracas_Sur,TZ009,TZ012,4.82,736.8,345.4,312,144,2,1,0,22,0,0,0,Alto
Tercer Milenio,Alquería,Caracas,Autopista_Sur,TZ001,TZ010,5.61,644.0,357.0,320,204,2,1,0,23,6,0,0,Medio
Socorro,AV. 39,Caracas_Sur,Caracas,TZ012,TZ001,9.36,329.6,644.0,200,312,1,2,0,15,6,0,0,Medio
Patio Bonito,Héroes,Américas,Norte,TZ009,TZ002,12.2,896.4,669.6,304,264,2,1,0,23,0,0,0,Bajo
Museo Nacional,Universidad Nacional,Carrera_7,NQS,TZ019,TZ008,2.68,0.0,833.59966667,240,412,1,2,0,20,4,0,1,Medio
Guatoque - Veraguas,Terminal,Calle_13,Norte,TZ007,TZ002,19.17,415.2,146.37,240,152,1,1,0,11,6,0,0,Medio
Terminal,Hospital,Norte,Caracas_Sur,TZ002,TZ012,19.89,146.37,369.48,152,96,1,2,0,17,1,1,0,Alto
Museo del Oro,Gratamira,Eje_Ambiental,Suba,TZ015,TZ003,14.05,0.0,357.4,144,144,2,1,0,23,4,0,0,Medio
Calle 161,Quirigua,Norte,Calle_80,TZ002,TZ005,7.79,517.86,183.0,96,152,1,1,0,11,3,0,0,Medio
Calle 187,Salitre - El Greco,Norte,El_Dorado,TZ002,TZ016,14.02,122.7,289.44,152,260,1,1,0,7,0,1,0,Medio
Policarpa,Gobernación,Carrera_10,El_Dorado,TZ018,TZ016,6.39,494.72,289.47,264,260,2,1,0,14,1,0,0,Bajo
Museo del Oro,Pepe Sierra,Eje_Ambiental,Norte,TZ015,TZ002,10.96,0.0,418.48,144,200,2,1,0,12,5,0,0,Medio
San Mateo - CC Unisur,Polo - FINCOMERCIO,Soacha,Calle_80,TZ011,TZ005,18.23,492.8,880.0,424,360,3,1,0,21,2,0,0,Medio
Héroes,Puentelargo,Norte,Suba,TZ002,TZ003,2.91,669.6,357.44,264,200,1,1,0,16,4,0,0,Bajo
Calle 63,San Diego,Caracas,Carrera_10,TZ001,TZ018,4.23,656.6,1392.36,0,288,2,2,0,7,0,1,0,Medio
CAN,Quiroga,El_Dorado,Caracas_Sur,TZ016,TZ012,7.97,289.44,345.4,260,144,1,1,0,14,1,0,0,Alto
Museo Nacional,Terminal,Carrera_7,Norte,TZ019,TZ002,17.31,0.0,146.37,240,152,1,1,0,13,4,0,1,Medio
Portal Tunal,Temporal Calle 22,Tunal,Caracas,TZ014,TZ001,8.37,0.0,642.95,152,320,2,2,0,10,2,0,0,Medio
Policarpa,Gratamira,Carrera_10,Suba,TZ018,TZ003,15.78,494.72,357.4,264,144,2,1,0,6,4,1,0,Alto
De La Sabana,Modelia,Américas,El_Dorado,TZ009,TZ016,8.67,385.88,288.87,168,260,2,1,0,11,0,0,0,Medio
AV. Chile,Gratamira,NQS,Suba,TZ008,TZ003,6.79,694.56,357.4,344,144,2,1,0,15,4,0,0,Medio
Policarpa,San Martín,Carrera_10,Suba,TZ018,TZ003,10.28,494.72,357.48,264,192,2,1,0,11,0,0,0,Medio
Guatoque - Veraguas,Biblioteca,Calle_13,Tunal,TZ007,TZ014,5.44,415.2,0.0,240,60,1,1,0,10,4,0,0,Medio
Calle 187,Las Aguas - Centro Colombo Americano,Norte,Eje_Ambiental,TZ002,TZ015,18.07,122.7,0.0,152,120,1,3,0,6,5,0,0,Alto
Ciudad Jardín - UAN,Suba - AV. Boyacá,Carrera_10,Suba,TZ018,TZ003,15.63,433.12,707.0,264,144,1,2,0,16,5,0,0,Medio
Calle 187,Nariño,Norte,Caracas_Sur,TZ002,TZ012,20.44,122.7,353.96,152,144,1,1,0,15,0,0,0,Alto
San Martín,Gratamira,Suba,Suba,TZ003,TZ003,5.74,357.48,357.4,192,144,1,1,1,10,1,0,0,Bajo
San Victorino,Zona Industrial,Carrera_10,Américas,TZ018,TZ009,3.19,791.2,385.16,384,168,2,2,0,17,5,0,0,Bajo
Temporal Calle 34,Biblioteca,Caracas,Tunal,TZ001,TZ014,8.82,526.4,0.0,320,60,2,1,0,19,3,1,0,Alto
Centro Memoria,AV. Jiménez - Caracas,El_Dorado,Caracas,TZ016,TZ001,2.01,520.04,631.155,260,288,2,2,0,8,1,1,0,Medio
Niza - Calle 127,Calle 40 Sur,Suba,Caracas_Sur,TZ003,TZ012,16.04,374.24,719.68,200,392,2,2,0,7,0,1,0,Alto
Bicentenario,Distrito Grafiti,Carrera_10,Américas,TZ018,TZ009,5.0,733.04,347.145,384,272,1,1,0,23,0,0,0,Bajo
Suba - AV. Boyacá,Suba - Calle 100,Suba,Suba,TZ003,TZ003,3.98,707.0,357.56,144,304,2,1,1,18,1,1,0,Medio
Suba - Calle 100,Quinta Paredes,Suba,El_Dorado,TZ003,TZ016,6.35,357.56,289.47,304,260,1,1,0,9,4,0,0,Bajo
AV. 1 Mayo,Calle 72,Carrera_10,Caracas,TZ018,TZ001,9.7,869.28,734.52,384,0,2,2,0,22,0,0,0,Medio
AV. Cali,San Martín,Calle_80,Suba,TZ005,TZ003,4.68,568.6,357.48,304,192,1,1,0,5,4,0,0,Bajo
Calle 85,NQS - Calle 30 S,Norte,Autopista_Sur,TZ002,TZ010,10.77,865.68,358.48,320,232,1,1,0,4,6,0,0,Medio
Distrito Grafiti,AV. Jiménez - CL 13,Américas,Eje_Ambiental,TZ009,TZ015,4.54,347.145,0.0,272,272,1,1,0,22,6,0,0,Bajo
Portal Américas,7 de Agosto,Américas,NQS,TZ009,TZ008,11.02,0.0,492.92,342,260,1,1,0,10,4,0,0,Medio
Quirigua,Hospital,Calle_80,Caracas_Sur,TZ005,TZ012,12.67,183.0,369.48,152,96,1,2,0,11,3,0,1,Alto
Portal El Dorado – C.C. Nuestro Bogotá,San Diego,El_Dorado,Carrera_10,TZ016,TZ018,9.61,0.0,1392.36,216,288,1,2,0,21,5,0,0,Medio
Calle 146,Calle 161,Norte,Norte,TZ002,TZ002,1.24,345.2,517.86,248,96,1,1,1,21,5,0,0,Bajo
San Diego,Movistar Arena,Carrera_10,NQS,TZ018,TZ008,4.42,1392.36,491.28,288,272,2,1,0,17,3,1,0,Medio
Rionegro,Alcalá – Colegio S. Tomás Dominicos,Suba,Norte,TZ003,TZ002,4.77,356.84,820.76,144,392,1,2,0,4,3,0,0,Medio
Gobernación,SENA,El_Dorado,Autopista_Sur,TZ016,TZ010,5.29,289.47,400.04,260,304,1,1,0,13,1,0,1,Medio
Hortúa,Biblioteca,Caracas_Sur,Tunal,TZ012,TZ014,5.0,401.8,0.0,192,60,2,1,0,22,3,0,0,Alto
Sevillana,Granja - Kr 77,Autopista_Sur,Calle_80,TZ010,TZ005,12.9,397.12,1540.0,204,392,1,2,0,4,6,0,0,Medio
Calle 45 - American School Way,Portal Américas,Caracas,Américas,TZ001,TZ009,11.66,638.89,0.0,320,342,2,1,0,20,5,0,0,Medio
Santa Isabel,Carrera 47,Autopista_Sur,Calle_80,TZ010,TZ005,9.06,357.04,620.0,240,304,1,1,0,14,1,0,0,Medio
Puente Aranda,Terreros - Hospital Cardio Vascular,Américas,Soacha,TZ009,TZ011,11.28,356.8,358.0,168,356,1,1,0,13,2,0,1,Alto
Hospital,Calle 45 - American School Way,Caracas_Sur,Caracas,TZ012,TZ001,4.53,369.48,638.89,96,320,2,2,0,18,0,1,1,Alto
La Campiña,Pradera - Plaza Central,Suba,Américas,TZ003,TZ009,13.05,357.24,268.83,352,200,1,1,0,11,0,0,0,Medio
De La Sabana,Portal Tunal,Américas,Tunal,TZ009,TZ014,7.5,385.88,0.0,168,152,2,2,0,19,2,1,1,Medio
Danubio,Calle 187,Usme,Norte,TZ013,TZ002,25.85,996.0,122.7,304,152,2,1,0,4,2,0,0,Alto
Policarpa,Calle 146,Carrera_10,Norte,TZ018,TZ002,16.62,494.72,345.2,264,248,2,1,0,12,3,0,0,Medio
Toberin - Foundever,Polo - FINCOMERCIO,Norte,Calle_80,TZ002,TZ005,8.66,1206.0,880.0,552,360,1,1,0,9,4,0,0,Bajo
Calle 26,La Castellana,Caracas,NQS,TZ001,TZ008,6.61,638.82,657.2,0,232,2,1,0,7,6,0,0,Medio
Alquería,Suba - Calle 100,Autopista_Sur,Suba,TZ010,TZ003,12.89,357.0,357.56,204,304,1,1,0,4,3,0,0,Medio
Carrera 53,Carrera 47,Calle_80,Calle_80,TZ005,TZ005,0.64,183.0,620.0,152,304,1,1,1,4,5,0,0,Bajo
Zona Industrial,Polo - FINCOMERCIO,Américas,Calle_80,TZ009,TZ005,6.72,385.16,880.0,168,360,2,1,0,21,5,0,1,Medio
Zona Industrial,San Martín,Américas,Suba,TZ009,TZ003,7.15,385.16,357.48,168,192,2,1,0,6,0,1,1,Medio
Tercer Milenio,Suba - AV. Boyacá,Caracas,Suba,TZ001,TZ003,13.73,644.0,707.0,320,144,2,2,0,10,5,0,0,Medio
Tygua - San José,Santa Isabel,Calle_13,Autopista_Sur,TZ007,TZ010,1.55,486.68,357.04,228,240,2,1,0,6,3,1,0,Alto
Calle 161,La Campiña,Norte,Suba,TZ002,TZ003,4.79,517.86,357.24,96,352,1,1,0,5,0,0,0,Medio
Gobernación,Calle 187,El_Dorado,Norte,TZ016,TZ002,14.59,289.47,122.7,260,152,1,1,0,8,6,0,0,Medio
Ferias,CAN,Calle_80,El_Dorado,TZ005,TZ016,5.15,183.0,289.44,152,260,1,1,0,13,4,0,0,Bajo
Calle 100 - Marketmedios,Calle 26,Norte,Caracas,TZ002,TZ001,7.65,814.44,638.82,392,0,2,2,0,15,5,0,1,Medio
Calle 19,Terminal,Caracas,Norte,TZ001,TZ002,18.27,638.715,146.37,320,152,2,1,0,19,2,1,0,Alto
Suba - Calle 116,Ferias,Suba,Calle_80,TZ003,TZ005,1.88,386.4,183.0,200,152,1,1,0,20,3,0,0,Bajo
Perdomo,Universidad Nacional,Autopista_Sur,NQS,TZ010,TZ008,10.55,396.96,833.59966667,200,412,1,2,0,21,6,0,0,Medio
San Mateo - CC Unisur,San Martín,Soacha,Suba,TZ011,TZ003,18.33,492.8,357.48,424,192,3,1,0,20,5,0,0,Alto
El Tiempo – Cámara de Comercio de Bogotá,Héroes,El_Dorado,Norte,TZ016,TZ002,5.17,289.44,669.6,240,264,1,1,0,8,1,1,0,Medio
AV. Boyacá,Patio Bonito,Calle_80,Américas,TZ005,TZ009,10.93,672.6,896.4,304,304,1,2,0,20,1,0,0,Bajo
General Santander,Suba - AV. Boyacá,Autopista_Sur,Suba,TZ010,TZ003,15.45,0.0,707.0,404,144,1,2,0,17,0,1,0,Alto
San Facon Carrera 22,Calle 19,Américas,Caracas,TZ009,TZ001,1.12,520.64,638.715,272,320,2,2,0,14,3,0,0,Bajo
SENA,Ciudad Jardín - UAN,Autopista_Sur,Carrera_10,TZ010,TZ018,2.86,400.04,433.12,304,264,1,1,0,5,1,0,0,Medio
Marsella,Transversal 86,Américas,Américas,TZ009,TZ009,2.48,521.145,347.13,320,240,1,1,1,23,3,0,0,Bajo
Alcalá – Colegio S. Tomás Dominicos,Olaya,Norte,Caracas_Sur,TZ002,TZ012,16.99,820.76,307.28,392,296,2,1,0,23,3,0,0,Alto
Alcalá – Colegio S. Tomás Dominicos,Pradera - Plaza Central,Norte,Américas,TZ002,TZ009,12.71,820.76,268.83,392,200,2,1,0,13,6,0,0,Medio
AV. 68,Carrera 53,Calle_80,Calle_80,TZ005,TZ005,0.6,576.0,183.0,296,152,1,1,1,6,5,0,0,Bajo
Calle 146,Calle 161,Norte,Norte,TZ002,TZ002,1.24,345.2,517.86,248,96,1,1,1,19,3,1,0,Medio
NQS - Calle 38A S,Mazurén,Autopista_Sur,Norte,TZ010,TZ002,17.7,615.8,552.416,212,248,1,1,0,7,4,1,0,Alto
Restrepo,Parque,Caracas_Sur,Tunal,TZ012,TZ014,4.06,480.68,0.0,200,60,2,2,0,12,0,0,0,Alto
AV. Américas - AV. Boyacá,Calle 76 - San Felipe,Américas,Caracas,TZ009,TZ001,8.88,347.145,637.875,272,320,1,2,0,12,2,0,1,Medio
Las Nieves,Ricaurte - CL 13,Carrera_10,Américas,TZ018,TZ009,1.95,520.4,736.8,264,312,2,2,0,10,6,0,1,Bajo
Carrera 43 - Comapan,Paloquemao,Américas,NQS,TZ009,TZ008,1.47,385.8,491.4,168,272,2,1,0,22,1,0,0,Bajo
Calle 146,La Castellana,Norte,NQS,TZ002,TZ008,6.36,345.2,657.2,248,232,1,1,0,12,2,0,0,Bajo
Quirigua,Santa Lucía,Calle_80,Caracas_Sur,TZ005,TZ012,15.2,183.0,486.24,152,272,1,2,0,6,5,0,1,Alto
La Despensa,Calle 127,Soacha,Norte,TZ011,TZ002,19.23,358.0,418.28,224,200,1,1,0,21,1,0,0,Alto
Universidades – CityU,Bicentenario,El_Dorado,Carrera_10,TZ016,TZ018,2.0,491.4,733.04,260,384,2,1,0,11,2,0,1,Bajo
Policarpa,Suba - TV. 91,Carrera_10,Suba,TZ018,TZ003,16.99,494.72,1095.56,264,264,2,2,0,5,3,0,0,Medio
Fucha,Calle 72,Caracas_Sur,Caracas,TZ012,TZ001,9.34,320.16,734.52,144,0,1,2,0,12,3,0,0,Alto
Portal Américas,Suba - Calle 95,Américas,Suba,TZ009,TZ003,13.64,0.0,358.28,342,144,1,1,0,8,3,1,0,Alto
AV. Chile,Puentelargo,NQS,Suba,TZ008,TZ003,3.12,694.56,357.44,344,200,2,1,0,9,4,0,1,Medio
Calle 63,Modelia,Caracas,El_Dorado,TZ001,TZ016,6.51,656.6,288.87,0,260,2,1,0,15,3,0,0,Medio
Suba - TV. 91,Portal Sur - JFK Coop. Financiera,Suba,Autopista_Sur,TZ003,TZ010,18.23,1095.56,0.0,264,228,2,2,0,14,5,0,0,Alto
7 de Agosto,Calle 187,NQS,Norte,TZ008,TZ002,12.35,492.92,122.7,260,152,1,1,0,10,0,0,1,Medio
Calle 100 - Marketmedios,Carrera 53,Norte,Calle_80,TZ002,TZ005,2.2,814.44,183.0,392,152,2,1,0,15,2,0,0,Bajo
Movistar Arena,Pradera - Plaza Central,NQS,Américas,TZ008,TZ009,5.07,491.28,268.83,272,200,1,1,0,13,0,0,0,Bajo
Las Nieves,Portal 20 de Julio,Carrera_10,Carrera_10,TZ018,TZ018,5.14,520.4,0.0,264,350,2,1,1,10,4,0,0,Bajo
Corferias,CAD,El_Dorado,NQS,TZ016,TZ008,1.36,424.28,520.28,252,272,1,2,0,4,0,0,0,Bajo
Virrey,Ricaurte - CL 13,Norte,Américas,TZ002,TZ009,7.82,773.12,736.8,352,312,1,2,0,10,1,0,1,Bajo
Puente Aranda,Banderas,Américas,Américas,TZ009,TZ009,4.6,356.8,0.0,168,608,1,2,1,15,1,0,0,Bajo
